RAP,RAPIE,NAZWA,ODBIERANY,STRKOD,WERSJA,DATA,TBLIMP,TBLEXP,UWAGI,OKNO,ROZ,PDF,SEP,NAG,PODPIS,DT_DOD
JPK_ST_1,JPK,Jednolity Plik Kontrolny - Ewidencja ˜rodk¢w trwaˆych (1),0,UTF-8,1.0,2026.03.29,,"DK:DK,KD:DN,KP:NL,KPK:K",,PODATEKDOCHODOWYSUB,,,,0,0,2026.03.29 12:00:00
